Ensembl Gene ID	Ensembl Transcript ID	3' UTR Start	3' UTR End
FBgn0032036	FBtr0079655		
FBgn0032036	FBtr0079655	8388136	8388804
FBgn0032036	FBtr0303471		
FBgn0032036	FBtr0303471	8388136	8388804
FBgn0032036	FBtr0079658		
FBgn0032036	FBtr0079658	8388136	8388804
FBgn0032036	FBtr0303468		
FBgn0032036	FBtr0303468	8388136	8388804
FBgn0032036	FBtr0079653		
FBgn0032036	FBtr0079653	8388136	8388804
FBgn0032036	FBtr0303470		
FBgn0032036	FBtr0303470	8388136	8388804
FBgn0032036	FBtr0303467		
FBgn0032036	FBtr0303467	8388136	8388804
FBgn0032036	FBtr0303469		
FBgn0032036	FBtr0303469	8388136	8388804
FBgn0032036	FBtr0079657		
FBgn0032036	FBtr0079657	8388136	8388804
FBgn0032036	FBtr0079654		
FBgn0032036	FBtr0079654	8388136	8388804
FBgn0250815	FBtr0077040		
FBgn0250815	FBtr0077040	6040089	6040135
FBgn0036212	FBtr0076080		
FBgn0036212	FBtr0076080	11820338	11820478
FBgn0036212	FBtr0110780		
FBgn0036212	FBtr0110780	11820338	11820478
FBgn0036212	FBtr0302137		
FBgn0036212	FBtr0302137	11820338	11820478
FBgn0000409	FBtr0344849	16722377	16722644
FBgn0000409	FBtr0080889		
FBgn0000409	FBtr0080889	16722377	16722644
FBgn0265001	FBtr0335505		
FBgn0014033	FBtr0346582		
FBgn0014033	FBtr0346582	4123900	4124153
FBgn0014033	FBtr0077467		
FBgn0014033	FBtr0077467	4123900	4124006
FBgn0037763	FBtr0082154		
FBgn0037763	FBtr0082154	9815928	9816096
FBgn0259162	FBtr0332385		
FBgn0259162	FBtr0332385	20566014	20567097
FBgn0262719	FBtr0308608		
FBgn0262719	FBtr0308608	8472807	8473006
FBgn0262719	FBtr0305700		
FBgn0262719	FBtr0305700	8472807	8473006
FBgn0030840	FBtr0074437		
FBgn0030840	FBtr0074437	17446350	17446534
FBgn0038111	FBtr0113229		
FBgn0038111	FBtr0113229	13028921	13029049
FBgn0038111	FBtr0082717		
FBgn0038111	FBtr0082717	13027091	13027300
FBgn0038111	FBtr0082718		
FBgn0038111	FBtr0082718	13026283	13027300
FBgn0040375	FBtr0308567		
FBgn0040375	FBtr0308567	2583745	2584291
FBgn0040375	FBtr0300707		
FBgn0040375	FBtr0300707	2583745	2584291
FBgn0030944	FBtr0074615		
FBgn0030944	FBtr0074615	18649396	18649532
FBgn0051802	FBtr0081058	18208415	18208587
FBgn0040666	FBtr0310371		
FBgn0040666	FBtr0310371	24762566	24762609
FBgn0040666	FBtr0072437		
FBgn0040666	FBtr0072437	24762566	24762609
FBgn0259168	FBtr0300509		
FBgn0259168	FBtr0300509	17867568	17868152
FBgn0259168	FBtr0342786		
FBgn0259168	FBtr0342786	17867568	17868152
FBgn0259168	FBtr0300510		
FBgn0259168	FBtr0300510	17862697	17863619
FBgn0259168	FBtr0299619		
FBgn0259168	FBtr0299619	17867568	17868346
FBgn0259168	FBtr0300508		
FBgn0259168	FBtr0300508	17862697	17863619
FBgn0039505	FBtr0085158		
FBgn0039505	FBtr0085158	27274316	27274565
FBgn0028515	FBtr0080824		
FBgn0028515	FBtr0080824	16259263	16259433
FBgn0028515	FBtr0331442	16259263	16259433
FBgn0028515	FBtr0331442		
FBgn0028515	FBtr0331443		
FBgn0028515	FBtr0331443	16259263	16259511
FBgn0040963	FBtr0079760		
FBgn0040963	FBtr0079760	8981301	8981432
FBgn0034383	FBtr0086642		
FBgn0034383	FBtr0086642	18743806	18743816
FBgn0023129	FBtr0076457	9424363	9424781
FBgn0050277	FBtr0071779		
FBgn0050277	FBtr0071779	22218456	22218522
FBgn0266137	FBtr0330293		
FBgn0266137	FBtr0330293	29630304	29631966
FBgn0266137	FBtr0085468		
FBgn0266137	FBtr0085468	29638932	29639015
FBgn0266137	FBtr0085468	29630304	29632860
FBgn0266137	FBtr0085467		
FBgn0266137	FBtr0085467	29630304	29632776
FBgn0031598	FBtr0077462		
FBgn0031598	FBtr0077462	4382925	4383136
FBgn0051798	FBtr0334163		
FBgn0051798	FBtr0334163	19395823	19395920
FBgn0051798	FBtr0081200		
FBgn0051798	FBtr0081200	19395823	19396190
FBgn0260775	FBtr0301272		
FBgn0260775	FBtr0301272	24157668	24158361
FBgn0260775	FBtr0301271		
FBgn0260775	FBtr0301271	24158318	24158361
FBgn0053286	FBtr0113459		
FBgn0053286	FBtr0113459	20970812	20970875
FBgn0085240	FBtr0112404	6047373	6047392
FBgn0034484	FBtr0086313		
FBgn0034484	FBtr0086313	20234839	20234927
FBgn0086377	FBtr0078351		
FBgn0086377	FBtr0078351	21447652	21448128
FBgn0086377	FBtr0078352		
FBgn0086377	FBtr0078352	21447652	21448128
FBgn0022355	FBtr0346625		
FBgn0022355	FBtr0346625	18390282	18390344
FBgn0022355	FBtr0074559		
FBgn0022355	FBtr0074559	18390282	18390344
FBgn0031410	FBtr0077801	2288503	2288628
FBgn0011745	FBtr0082652		
FBgn0011745	FBtr0082652	12693974	12694232
FBgn0260770	FBtr0301274		
FBgn0260770	FBtr0301274	24157668	24157780
FBgn0260770	FBtr0301273		
FBgn0260770	FBtr0301273	24157668	24157780
FBgn0032513	FBtr0346420		
FBgn0032513	FBtr0346420	13375841	13376404
FBgn0032513	FBtr0080468		
FBgn0032513	FBtr0080468	13375841	13376165
FBgn0032513	FBtr0342631	13375841	13376165
FBgn0032513	FBtr0342631		
FBgn0052133	FBtr0075784		
FBgn0052133	FBtr0075784	14020315	14021220
FBgn0038820	FBtr0083935		
FBgn0038820	FBtr0083935	20676224	20676361
FBgn0033371	FBtr0300173		
FBgn0033371	FBtr0300173	9084700	9085322
FBgn0033371	FBtr0300173	9085374	9085717
FBgn0032345	FBtr0080227		
FBgn0032345	FBtr0080227	11120642	11120742
FBgn0038001	FBtr0302311		
FBgn0038001	FBtr0302311	12223991	12224062
FBgn0039713	FBtr0085489		
FBgn0039713	FBtr0085489	29863519	29863902
FBgn0039713	FBtr0346159		
FBgn0039713	FBtr0346159	29863519	29863583
FBgn0039713	FBtr0310274		
FBgn0039713	FBtr0310274	29863519	29863583
FBgn0039713	FBtr0346158		
FBgn0039713	FBtr0346158	29863519	29863583
FBgn0039723	FBtr0331355		
FBgn0039723	FBtr0331355	29928576	29928766
FBgn0039723	FBtr0085503		
FBgn0039723	FBtr0085503	29928576	29928766
FBgn0015929	FBtr0345797		
FBgn0015929	FBtr0345797	7496702	7496800
FBgn0015929	FBtr0088982		
FBgn0015929	FBtr0088982	7496702	7496800
FBgn0030492	FBtr0073782		
FBgn0030492	FBtr0073782	13529133	13529280
FBgn0015282	FBtr0346154		
FBgn0015282	FBtr0346154	23929873	23929945
FBgn0015282	FBtr0084520	23929873	23929945
FBgn0015282	FBtr0084520		
FBgn0037543	FBtr0310411		
FBgn0037543	FBtr0310411	8031970	8032145
FBgn0037543	FBtr0081787		
FBgn0037543	FBtr0081787	8031970	8032145
FBgn0051361	FBtr0082543		
FBgn0051361	FBtr0082543	12110984	12111033
FBgn0051361	FBtr0082543	12111104	12111273
FBgn0051361	FBtr0339642		
FBgn0051361	FBtr0339642	12110984	12111420
FBgn0051361	FBtr0300126		
FBgn0051361	FBtr0300126	12110984	12111033
FBgn0051361	FBtr0300126	12111088	12111420
FBgn0051361	FBtr0082542		
FBgn0051361	FBtr0082542	12110984	12111420
FBgn0051361	FBtr0339641		
FBgn0051361	FBtr0339641	12110984	12111420
FBgn0085446	FBtr0336677		
FBgn0085446	FBtr0336677	6588428	6589173
FBgn0085446	FBtr0112703		
FBgn0085446	FBtr0112703	6554783	6554814
FBgn0085446	FBtr0345070		
FBgn0085446	FBtr0345070	6588428	6589173
FBgn0085446	FBtr0301323		
FBgn0085446	FBtr0301323	6588428	6589173
FBgn0085446	FBtr0336669		
FBgn0085446	FBtr0336669	6588428	6589173
FBgn0085446	FBtr0112707		
FBgn0085446	FBtr0112707	6583352	6585638
FBgn0085446	FBtr0336671		
FBgn0085446	FBtr0336671	6588428	6589173
FBgn0085446	FBtr0336674		
FBgn0085446	FBtr0336674	6588428	6589173
FBgn0085446	FBtr0308093		
FBgn0085446	FBtr0308093	6588428	6589173
FBgn0085446	FBtr0303205		
FBgn0085446	FBtr0303205	6588428	6589173
FBgn0085446	FBtr0112706		
FBgn0085446	FBtr0112706	6588080	6588218
FBgn0085446	FBtr0112706	6588304	6589173
FBgn0085446	FBtr0345069		
FBgn0085446	FBtr0345069	6588304	6589173
FBgn0085446	FBtr0345069	6583352	6584022
FBgn0085446	FBtr0345069	6585696	6585785
FBgn0085446	FBtr0345069	6585848	6585950
FBgn0085446	FBtr0345069	6586957	6587104
FBgn0085446	FBtr0345069	6588067	6588218
FBgn0085446	FBtr0345068		
FBgn0085446	FBtr0345068	6583352	6585638
FBgn0085446	FBtr0336670		
FBgn0085446	FBtr0336670	6588428	6589173
FBgn0085446	FBtr0112704		
FBgn0085446	FBtr0112704	6588428	6589173
FBgn0085446	FBtr0301324		
FBgn0085446	FBtr0301324	6588304	6589173
FBgn0085446	FBtr0301324	6583352	6584022
FBgn0085446	FBtr0301324	6585696	6585785
FBgn0085446	FBtr0301324	6585848	6585950
FBgn0085446	FBtr0301324	6586957	6587104
FBgn0085446	FBtr0301324	6588067	6588218
FBgn0085446	FBtr0336672		
FBgn0085446	FBtr0336672	6588304	6589173
FBgn0085446	FBtr0336672	6585848	6585950
FBgn0085446	FBtr0336672	6586957	6587104
FBgn0085446	FBtr0336672	6588067	6588218
FBgn0085446	FBtr0336672	6577309	6577388
FBgn0085446	FBtr0336672	6577944	6578291
FBgn0085446	FBtr0336672	6585693	6585785
FBgn0085446	FBtr0336676		
FBgn0085446	FBtr0336676	6588304	6589173
FBgn0085446	FBtr0336676	6583352	6584022
FBgn0085446	FBtr0336676	6585848	6585950
FBgn0085446	FBtr0336676	6586957	6587104
FBgn0085446	FBtr0336676	6585693	6585785
FBgn0085446	FBtr0336676	6588067	6588250
FBgn0085446	FBtr0336673		
FBgn0085446	FBtr0336673	6588428	6589173
FBgn0085446	FBtr0336675		
FBgn0085446	FBtr0336675	6588428	6589173
FBgn0085446	FBtr0303206		
FBgn0085446	FBtr0303206	6583352	6585638
FBgn0262679	FBtr0305596	53873	54480
FBgn0260798	FBtr0302242		
FBgn0260798	FBtr0302242	4322437	4322532
FBgn0260798	FBtr0111121		
FBgn0260798	FBtr0111121	4322437	4322532
FBgn0260798	FBtr0345363		
FBgn0260798	FBtr0345363	4322295	4322532
FBgn0030786	FBtr0074330		
FBgn0030786	FBtr0074330	16784964	16785092
FBgn0029990	FBtr0071123		
FBgn0029990	FBtr0071123	8035741	8035943
FBgn0037225	FBtr0346145		
FBgn0037225	FBtr0346145	4248723	4248850
FBgn0037225	FBtr0078982		
FBgn0037225	FBtr0078982	4248723	4248850
FBgn0037225	FBtr0336709		
FBgn0037225	FBtr0336709	4248723	4248850
FBgn0260635	FBtr0333618		
FBgn0260635	FBtr0333618	16038410	16038671
FBgn0260635	FBtr0075499	16038410	16038671
FBgn0260635	FBtr0075499		
FBgn0260635	FBtr0333619	16038410	16038671
FBgn0260635	FBtr0333619		
FBgn0260635	FBtr0075500		
FBgn0260635	FBtr0075500	16038410	16038671
FBgn0260635	FBtr0075501	16038410	16038671
FBgn0260635	FBtr0075501		
FBgn0260635	FBtr0333617	16038410	16038671
FBgn0260635	FBtr0333617		
FBgn0031050	FBtr0345991		
FBgn0031050	FBtr0345991	19644531	19644669
FBgn0031050	FBtr0074760		
FBgn0031050	FBtr0074760	19644531	19644669
FBgn0053922	FBtr0091926		
FBgn0037065	FBtr0345804		
FBgn0037065	FBtr0345804	21281752	21282202
FBgn0037065	FBtr0332860		
FBgn0037065	FBtr0332860	21281990	21282202
FBgn0037065	FBtr0078411		
FBgn0037065	FBtr0078411	21281990	21282202
FBgn0037065	FBtr0078410		
FBgn0037065	FBtr0078410	21282014	21282202
FBgn0031874	FBtr0343776		
FBgn0031874	FBtr0343776	6954554	6954584
FBgn0031874	FBtr0079363	6954554	6954584
FBgn0031874	FBtr0079363		
FBgn0031874	FBtr0343775		
FBgn0031874	FBtr0343775	6954357	6954584
FBgn0037249	FBtr0346646		
FBgn0037249	FBtr0346646	4429798	4430118
FBgn0037249	FBtr0078944		
FBgn0037249	FBtr0078944	4429917	4430118
FBgn0030673	FBtr0074055		
FBgn0030673	FBtr0074055	15712010	15712186
FBgn0030673	FBtr0339685		
FBgn0030673	FBtr0339685	15712010	15712309
FBgn0030673	FBtr0339684	15712010	15712186
FBgn0030673	FBtr0339684		
FBgn0030673	FBtr0339683		
FBgn0030673	FBtr0339683	15712010	15712186
FBgn0037463	FBtr0081631		
FBgn0037463	FBtr0081631	7061807	7061919
FBgn0003888	FBtr0072270		
FBgn0003888	FBtr0072270	24312148	24313099
FBgn0003888	FBtr0343443		
FBgn0003888	FBtr0343443	24312148	24313099
FBgn0003174	FBtr0332462		
FBgn0003174	FBtr0332462	7300403	7300806
FBgn0003174	FBtr0332461		
FBgn0003174	FBtr0332461	7300403	7300806
FBgn0033174	FBtr0088974		
FBgn0033174	FBtr0088974	7449167	7449415
FBgn0033174	FBtr0336911		
FBgn0033174	FBtr0336911	7449167	7449995
FBgn0028513	FBtr0080512	13595503	13595551
FBgn0053530	FBtr0091496		
FBgn0053530	FBtr0091496	16750776	16750802
FBgn0053530	FBtr0303024		
FBgn0053530	FBtr0303024	16750776	16750802
FBgn0031491	FBtr0077670		
FBgn0031491	FBtr0077670	3021309	3021785
FBgn0085292	FBtr0112458		
FBgn0032869	FBtr0081406	20642306	20642456
FBgn0038349	FBtr0083151		
FBgn0038349	FBtr0083151	15542748	15542869
FBgn0000206	FBtr0084949		
FBgn0000206	FBtr0084949	25966799	25966948
FBgn0037165	FBtr0078505	22469791	22469853
FBgn0013279	FBtr0082638	12511244	12511461
FBgn0030913	FBtr0074578		
FBgn0030913	FBtr0074578	18327195	18327255
FBgn0030913	FBtr0074578	18324245	18326775
FBgn0030913	FBtr0307553		
FBgn0030913	FBtr0307553	18327195	18327255
FBgn0030913	FBtr0307553	18322958	18326775
FBgn0035263	FBtr0072766	1725464	1725647
FBgn0261550	FBtr0303586		
FBgn0261550	FBtr0303586	20323450	20324196
FBgn0261550	FBtr0306634		
FBgn0261550	FBtr0306634	20323450	20324196
FBgn0261550	FBtr0302673		
FBgn0261550	FBtr0302673	20323450	20324196
FBgn0261550	FBtr0302667		
FBgn0261550	FBtr0302667	20323450	20324196
FBgn0261550	FBtr0302668		
FBgn0261550	FBtr0302668	20323450	20324196
FBgn0261550	FBtr0302669		
FBgn0261550	FBtr0302669	20323450	20324196
FBgn0261550	FBtr0302666		
FBgn0261550	FBtr0302666	20323450	20323561
FBgn0261550	FBtr0306633		
FBgn0261550	FBtr0306633	20323450	20324196
FBgn0261550	FBtr0302670		
FBgn0261550	FBtr0302670	20323450	20324196
FBgn0039116	FBtr0084458		
FBgn0039116	FBtr0084458	23768832	23768984
FBgn0039116	FBtr0300681	23768832	23768984
FBgn0039116	FBtr0300681		
FBgn0032017	FBtr0079612	8309876	8310028
FBgn0037589	FBtr0081849		
FBgn0085396	FBtr0333005		
FBgn0085396	FBtr0333005	10347851	10348180
FBgn0085396	FBtr0301049		
FBgn0085396	FBtr0301049	10347851	10348016
FBgn0085396	FBtr0112592		
FBgn0085396	FBtr0112592	10347851	10348016
FBgn0005536	FBtr0301472		
FBgn0005536	FBtr0301472	16080846	16082026
FBgn0005536	FBtr0301473		
FBgn0005536	FBtr0301473	16080846	16082026
FBgn0005536	FBtr0308212		
FBgn0005536	FBtr0308212	16080846	16081187
FBgn0005536	FBtr0308216		
FBgn0005536	FBtr0308216	16063316	16063737
FBgn0005536	FBtr0308216	16063886	16063999
FBgn0005536	FBtr0308216	16064227	16064317
FBgn0005536	FBtr0308216	16066023	16066109
FBgn0005536	FBtr0308216	16066613	16066829
FBgn0005536	FBtr0308216	16070120	16070264
FBgn0005536	FBtr0308216	16070328	16070570
FBgn0005536	FBtr0308216	16070833	16070930
FBgn0005536	FBtr0308216	16071109	16071171
FBgn0005536	FBtr0308216	16076982	16077124
FBgn0005536	FBtr0308216	16077192	16077282
FBgn0005536	FBtr0308216	16078820	16079589
FBgn0005536	FBtr0112851		
FBgn0005536	FBtr0112851	16080846	16082026
FBgn0005536	FBtr0308214		
FBgn0005536	FBtr0308214	16080846	16082026
FBgn0005536	FBtr0075441		
FBgn0005536	FBtr0075441	16078937	16079589
FBgn0005536	FBtr0112850		
FBgn0005536	FBtr0112850	16080846	16082026
FBgn0005536	FBtr0308215		
FBgn0005536	FBtr0308215	16080846	16082026
FBgn0005536	FBtr0308213		
FBgn0005536	FBtr0308213	16080846	16082026
FBgn0005536	FBtr0301575		
FBgn0005536	FBtr0301575	16080846	16082026
FBgn0005536	FBtr0112852		
FBgn0005536	FBtr0112852	16080846	16082026
FBgn0005536	FBtr0333616		
FBgn0005536	FBtr0333616	16078937	16079589
FBgn0035256	FBtr0072803		
FBgn0035256	FBtr0072803	1670407	1670471
FBgn0086445	FBtr0081156		
FBgn0086445	FBtr0081156	19128962	19129326
FBgn0036168	FBtr0113163		
FBgn0036168	FBtr0113163	11518764	11518904
FBgn0003410	FBtr0344230		
FBgn0003410	FBtr0344230	16857363	16858712
FBgn0003410	FBtr0075333	16857363	16858712
FBgn0003410	FBtr0075333		
FBgn0003410	FBtr0075332	16857363	16858712
FBgn0003410	FBtr0075332		
FBgn0015793	FBtr0076705		
FBgn0015793	FBtr0076705	8298225	8298506
FBgn0015793	FBtr0331832		
FBgn0015793	FBtr0331832	8298225	8298506
FBgn0033715	FBtr0301195		
FBgn0033715	FBtr0301195	12336122	12336205
FBgn0033715	FBtr0087899		
FBgn0033715	FBtr0087899	12336122	12336205
FBgn0030121	FBtr0302964		
FBgn0030121	FBtr0302964	9270434	9270774
FBgn0030121	FBtr0071327		
FBgn0030121	FBtr0071327	9270434	9270774
FBgn0030559	FBtr0299543		
FBgn0030559	FBtr0299543	14264737	14265567
FBgn0037506	FBtr0081554	7500951	7501145
FBgn0051636	FBtr0343865		
FBgn0051636	FBtr0343865	6656459	6656669
FBgn0051636	FBtr0079324		
FBgn0051636	FBtr0079324	6656459	6656669
FBgn0039628	FBtr0085361		
FBgn0039628	FBtr0085361	29052167	29052267
FBgn0029727	FBtr0070715	4785638	4786059
FBgn0053477	FBtr0088320		
FBgn0034323	FBtr0086759		
FBgn0034323	FBtr0086759	18296634	18296656
FBgn0037716	FBtr0082072		
FBgn0037716	FBtr0082072	9580864	9581225
FBgn0037716	FBtr0334655		
FBgn0037716	FBtr0334655	9580864	9581024
FBgn0002535	FBtr0088744		
FBgn0002535	FBtr0088744	8438092	8438495
FBgn0002535	FBtr0333555		
FBgn0002535	FBtr0333555	8438092	8438230
FBgn0033497	FBtr0088365	10233466	10233873
FBgn0033497	FBtr0339429	10232024	10233873
FBgn0033497	FBtr0339429	10209880	10210107
FBgn0033497	FBtr0339429	10209440	10209608
FBgn0033497	FBtr0339429	10209101	10209264
FBgn0033497	FBtr0339429	10208921	10209024
FBgn0033497	FBtr0339429	10208706	10208852
FBgn0033497	FBtr0339429	10208401	10208644
FBgn0033497	FBtr0339429	10208191	10208341
FBgn0033497	FBtr0339429	10205454	10208128
FBgn0032488	FBtr0080445		
FBgn0032488	FBtr0080445	13224335	13224545
FBgn0000079	FBtr0087004	17118709	17118785
FBgn0000079	FBtr0345521	17118636	17118785
FBgn0261279	FBtr0299515		
FBgn0261279	FBtr0299515	22418579	22419051
FBgn0261279	FBtr0299516		
FBgn0261279	FBtr0299516	22417311	22417802
FBgn0026409	FBtr0075719		
FBgn0026409	FBtr0075719	14539893	14540441
FBgn0026409	FBtr0075718		
FBgn0026409	FBtr0075718	14539893	14540441
FBgn0026409	FBtr0308595		
FBgn0026409	FBtr0308595	14539893	14540441
FBgn0002567	FBtr0089932		
FBgn0002567	FBtr0089932	9177864	9178433
FBgn0002567	FBtr0089931		
FBgn0002567	FBtr0089931	9177864	9178433
FBgn0002567	FBtr0346635		
FBgn0002567	FBtr0346635	9177864	9178433
FBgn0002567	FBtr0089934		
FBgn0002567	FBtr0089934	9177864	9178433
FBgn0002567	FBtr0089933		
FBgn0002567	FBtr0089933	9177864	9178433
FBgn0002567	FBtr0339369		
FBgn0002567	FBtr0339369	9177864	9178433
FBgn0002567	FBtr0346636		
FBgn0002567	FBtr0346636	9177864	9178433
FBgn0011746	FBtr0088559		
FBgn0011746	FBtr0088559	9076797	9077554
FBgn0011746	FBtr0300501		
FBgn0011746	FBtr0300501	9076797	9077554
FBgn0011746	FBtr0339284		
FBgn0011746	FBtr0339284	9076797	9077554
FBgn0263034	FBtr0306914	22504487	22504593
FBgn0030764	FBtr0074287		
FBgn0030764	FBtr0074287	16630673	16630838
FBgn0262636	FBtr0089128		
FBgn0262636	FBtr0089128	375640	375962
FBgn0262636	FBtr0089129		
FBgn0262636	FBtr0089129	375640	375962
FBgn0262636	FBtr0307043		
FBgn0262636	FBtr0307043	375640	375962
FBgn0262636	FBtr0307044		
FBgn0262636	FBtr0307044	375640	375962
FBgn0038927	FBtr0084183		
FBgn0038927	FBtr0084183	22032150	22032225
FBgn0260759	FBtr0301256		
FBgn0260759	FBtr0301256	29933906	29934089
FBgn0260759	FBtr0301256	29934239	29934587
FBgn0052220	FBtr0074911		
FBgn0052220	FBtr0074911	19988027	19988068
FBgn0038407	FBtr0083278		
FBgn0038407	FBtr0083278	16198000	16198207
FBgn0085380	FBtr0112561		
FBgn0085380	FBtr0112561	4720454	4722465
FBgn0085380	FBtr0329978		
FBgn0085380	FBtr0329978	4720475	4722465
FBgn0038851	FBtr0084007		
FBgn0011822	FBtr0070100	436139	436185
FBgn0052425	FBtr0078205		
FBgn0052425	FBtr0078205	20513687	20514107
FBgn0052425	FBtr0078202		
FBgn0052425	FBtr0078202	20513687	20514107
FBgn0052425	FBtr0078204		
FBgn0052425	FBtr0078204	20510794	20511058
FBgn0052425	FBtr0078203		
FBgn0052425	FBtr0078203	20513687	20514107
FBgn0052425	FBtr0113436		
FBgn0052425	FBtr0113436	20510794	20511058
FBgn0000346	FBtr0073754		
FBgn0000346	FBtr0073754	13261865	13262488
FBgn0000346	FBtr0333329		
FBgn0000346	FBtr0333329	13261865	13261971
FBgn0000346	FBtr0333329	13262035	13262488
FBgn0040905	FBtr0070659	4277547	4277592
FBgn0037324	FBtr0078794		
FBgn0037324	FBtr0078794	5407183	5407451
FBgn0037324	FBtr0113193		
FBgn0037324	FBtr0113193	5407183	5407451
FBgn0036263	FBtr0076019		
FBgn0036263	FBtr0076019	12192494	12192495
FBgn0036263	FBtr0076019	12192032	12192424
FBgn0036263	FBtr0346911		
FBgn0036263	FBtr0346911	12192494	12192495
FBgn0036263	FBtr0346911	12190696	12192424
FBgn0036263	FBtr0333384		
FBgn0036263	FBtr0333384	12192468	12192495
FBgn0028841	FBtr0080859		
FBgn0028841	FBtr0080859	16366877	16366976
FBgn0028841	FBtr0340233		
FBgn0028841	FBtr0340233	16366877	16367039
FBgn0030361	FBtr0073579		
FBgn0030361	FBtr0073579	12010000	12010093
FBgn0030361	FBtr0346737		
FBgn0030361	FBtr0346737	12009711	12010093
FBgn0035047	FBtr0306655		
FBgn0035047	FBtr0306655	24671232	24671305
FBgn0035047	FBtr0072327		
FBgn0035047	FBtr0072327	24671232	24671577
FBgn0035047	FBtr0072328		
FBgn0035047	FBtr0072328	24671232	24671305
FBgn0041094	FBtr0339908		
FBgn0041094	FBtr0339908	11254476	11256172
FBgn0041094	FBtr0076168		
FBgn0041094	FBtr0076168	11254476	11255243
FBgn0029937	FBtr0071015		
FBgn0029937	FBtr0071015	7106115	7106345
FBgn0050401	FBtr0071731		
FBgn0050401	FBtr0071731	21985626	21985761
FBgn0050401	FBtr0345794	21985626	21985761
FBgn0050401	FBtr0345794		
FBgn0031817	FBtr0331185		
FBgn0031817	FBtr0331185	6466365	6466523
FBgn0031817	FBtr0079270		
FBgn0031817	FBtr0079270	6466217	6466523
FBgn0038139	FBtr0082774		
FBgn0038139	FBtr0082774	13329070	13329337
FBgn0038139	FBtr0082773		
FBgn0038139	FBtr0082773	13329070	13329337
FBgn0033286	FBtr0088766		
FBgn0033286	FBtr0088766	8368344	8369002
FBgn0033286	FBtr0088765	8368344	8369002
FBgn0010488	FBtr0334772		
FBgn0010488	FBtr0334772	12923058	12923734
FBgn0010488	FBtr0087787		
FBgn0010488	FBtr0087787	12923058	12923734
FBgn0010488	FBtr0087786		
FBgn0010488	FBtr0087786	12923058	12923734
FBgn0259985	FBtr0088024		
FBgn0259985	FBtr0088024	12025614	12025843
FBgn0259985	FBtr0339582		
FBgn0259985	FBtr0339582	12025614	12025843
FBgn0259985	FBtr0088025		
FBgn0259985	FBtr0088025	12025614	12025843
FBgn0259985	FBtr0339583		
FBgn0259985	FBtr0339583	12025614	12025843
FBgn0086895	FBtr0087518		
FBgn0086895	FBtr0087518	14157034	14157106
FBgn0261266	FBtr0080316	11988735	11989062
FBgn0005778	FBtr0071806	22041667	22041812
FBgn0036713	FBtr0075241		
FBgn0036713	FBtr0075241	17344947	17345417
FBgn0038241	FBtr0082983	14564323	14564353
FBgn0260860	FBtr0085570		
FBgn0260860	FBtr0085570	30180998	30181486
FBgn0032683	FBtr0332322		
FBgn0032683	FBtr0332322	18487747	18488073
FBgn0032683	FBtr0332323		
FBgn0032683	FBtr0332323	18487747	18488073
FBgn0032683	FBtr0300341		
FBgn0032683	FBtr0300341	18487747	18488073
FBgn0014269	FBtr0086601		
FBgn0014269	FBtr0086601	18969404	18969834
FBgn0039809	FBtr0085715		
FBgn0039809	FBtr0085715	30881792	30882115
FBgn0013432	FBtr0070431		
FBgn0013432	FBtr0070431	2148463	2148765
FBgn0053665	FBtr0302414		
FBgn0053665	FBtr0302414	6478138	6478226
FBgn0033199	FBtr0088946		
FBgn0033199	FBtr0088946	7651625	7652111
FBgn0036731	FBtr0075224		
FBgn0036731	FBtr0075224	17480133	17480244
FBgn0036731	FBtr0302208		
FBgn0036731	FBtr0302208	17480129	17480244
FBgn0260991	FBtr0336908		
FBgn0260991	FBtr0336908	7281488	7281555
FBgn0260991	FBtr0344892		
FBgn0260991	FBtr0344892	7281488	7281555
FBgn0260991	FBtr0088961		
FBgn0260991	FBtr0088961	7281488	7281795
FBgn0036688	FBtr0075275	17026806	17027117
FBgn0004363	FBtr0080183		
FBgn0004363	FBtr0080183	10847227	10847867
FBgn0004363	FBtr0332029		
FBgn0004363	FBtr0332029	10847425	10847867
FBgn0004363	FBtr0100584		
FBgn0004363	FBtr0100584	10847425	10847867
FBgn0004363	FBtr0305260		
FBgn0004363	FBtr0305260	10847227	10847867
FBgn0004363	FBtr0080182		
FBgn0004363	FBtr0080182	10847715	10847867
FBgn0033639	FBtr0330634		
FBgn0033639	FBtr0330634	11641477	11643188
FBgn0033639	FBtr0113069		
FBgn0033639	FBtr0113069	11642268	11643188
FBgn0033639	FBtr0088088		
FBgn0033639	FBtr0088088	11642268	11643188
FBgn0033639	FBtr0330632		
FBgn0033639	FBtr0330632	11642268	11643134
FBgn0033639	FBtr0113068		
FBgn0033639	FBtr0113068	11642268	11643188
FBgn0033639	FBtr0113067		
FBgn0033639	FBtr0113067	11641477	11643188
FBgn0033639	FBtr0330633		
FBgn0033639	FBtr0330633	11642268	11643134
FBgn0016700	FBtr0084104		
FBgn0016700	FBtr0084104	21266029	21266947
FBgn0041236	FBtr0071976		
FBgn0053061	FBtr0310460		
FBgn0053061	FBtr0310460	16330294	16330522
FBgn0053061	FBtr0310460	16330583	16331227
FBgn0053061	FBtr0113448		
FBgn0053061	FBtr0113448	16330872	16331227
FBgn0039312	FBtr0084864		
FBgn0039312	FBtr0084864	25278427	25278504
